window_start,window_end,host,label,event,source,note
2026-08-19T17:14:58.197517Z,2026-08-19T17:19:59.375127Z,cubebox,1,"jobspy nightly scan, remote scope, long model extraction stage",nightly-history.tsv start 02:00; local extracted 02:18; remote-indeed.csv 02:19 ends scraping; remote-indeed-screened-extracted.csv 15:36 ends extraction; remote-indeed-shortlist.csv 15:41 written last,seeded by tools/seed_labels.py
2026-08-19T17:20:09.385653Z,2026-08-19T17:25:10.826135Z,cubebox,1,"jobspy nightly scan, remote scope, long model extraction stage",nightly-history.tsv start 02:00; local extracted 02:18; remote-indeed.csv 02:19 ends scraping; remote-indeed-screened-extracted.csv 15:36 ends extraction; remote-indeed-shortlist.csv 15:41 written last,seeded by tools/seed_labels.py
2026-08-19T17:25:20.829904Z,2026-08-19T17:30:22.309953Z,cubebox,1,"jobspy nightly scan, remote scope, long model extraction stage",nightly-history.tsv start 02:00; local extracted 02:18; remote-indeed.csv 02:19 ends scraping; remote-indeed-screened-extracted.csv 15:36 ends extraction; remote-indeed-shortlist.csv 15:41 written last,seeded by tools/seed_labels.py
2026-08-19T17:30:32.314408Z,2026-08-19T17:35:33.372807Z,cubebox,1,"jobspy nightly scan, remote scope, long model extraction stage",nightly-history.tsv start 02:00; local extracted 02:18; remote-indeed.csv 02:19 ends scraping; remote-indeed-screened-extracted.csv 15:36 ends extraction; remote-indeed-shortlist.csv 15:41 written last,seeded by tools/seed_labels.py
2026-08-19T17:35:43.376211Z,2026-08-19T17:40:44.915384Z,cubebox,1,"jobspy nightly scan, remote scope, long model extraction stage",nightly-history.tsv start 02:00; local extracted 02:18; remote-indeed.csv 02:19 ends scraping; remote-indeed-screened-extracted.csv 15:36 ends extraction; remote-indeed-shortlist.csv 15:41 written last,seeded by tools/seed_labels.py
2026-08-19T17:40:54.932469Z,2026-08-19T17:45:56.916765Z,cubebox,1,"jobspy nightly scan, remote scope, long model extraction stage",nightly-history.tsv start 02:00; local extracted 02:18; remote-indeed.csv 02:19 ends scraping; remote-indeed-screened-extracted.csv 15:36 ends extraction; remote-indeed-shortlist.csv 15:41 written last,seeded by tools/seed_labels.py
2026-08-19T17:46:06.931760Z,2026-08-19T17:51:17.887883Z,cubebox,1,"jobspy nightly scan, remote scope, long model extraction stage",nightly-history.tsv start 02:00; local extracted 02:18; remote-indeed.csv 02:19 ends scraping; remote-indeed-screened-extracted.csv 15:36 ends extraction; remote-indeed-shortlist.csv 15:41 written last,seeded by tools/seed_labels.py
2026-08-19T17:51:28.304106Z,2026-08-19T17:56:30.512151Z,cubebox,1,"jobspy nightly scan, remote scope, long model extraction stage",nightly-history.tsv start 02:00; local extracted 02:18; remote-indeed.csv 02:19 ends scraping; remote-indeed-screened-extracted.csv 15:36 ends extraction; remote-indeed-shortlist.csv 15:41 written last,seeded by tools/seed_labels.py
2026-08-19T17:56:40.973300Z,2026-08-19T18:01:42.540210Z,cubebox,1,"jobspy nightly scan, remote scope, long model extraction stage",nightly-history.tsv start 02:00; local extracted 02:18; remote-indeed.csv 02:19 ends scraping; remote-indeed-screened-extracted.csv 15:36 ends extraction; remote-indeed-shortlist.csv 15:41 written last,seeded by tools/seed_labels.py
2026-08-19T18:01:52.880546Z,2026-08-19T18:06:54.442221Z,cubebox,1,"jobspy nightly scan, remote scope, long model extraction stage",nightly-history.tsv start 02:00; local extracted 02:18; remote-indeed.csv 02:19 ends scraping; remote-indeed-screened-extracted.csv 15:36 ends extraction; remote-indeed-shortlist.csv 15:41 written last,seeded by tools/seed_labels.py
2026-08-19T18:07:04.854232Z,2026-08-19T18:12:05.734984Z,cubebox,1,"jobspy nightly scan, remote scope, long model extraction stage",nightly-history.tsv start 02:00; local extracted 02:18; remote-indeed.csv 02:19 ends scraping; remote-indeed-screened-extracted.csv 15:36 ends extraction; remote-indeed-shortlist.csv 15:41 written last,seeded by tools/seed_labels.py
2026-08-19T18:12:16.115121Z,2026-08-19T18:17:28.645336Z,cubebox,1,"jobspy nightly scan, remote scope, long model extraction stage",nightly-history.tsv start 02:00; local extracted 02:18; remote-indeed.csv 02:19 ends scraping; remote-indeed-screened-extracted.csv 15:36 ends extraction; remote-indeed-shortlist.csv 15:41 written last,seeded by tools/seed_labels.py
2026-08-19T18:17:38.641424Z,2026-08-19T18:22:42.608423Z,cubebox,1,"jobspy nightly scan, remote scope, long model extraction stage",nightly-history.tsv start 02:00; local extracted 02:18; remote-indeed.csv 02:19 ends scraping; remote-indeed-screened-extracted.csv 15:36 ends extraction; remote-indeed-shortlist.csv 15:41 written last,seeded by tools/seed_labels.py
2026-08-19T18:22:52.624663Z,2026-08-19T18:28:08.330554Z,cubebox,1,"jobspy nightly scan, remote scope, long model extraction stage",nightly-history.tsv start 02:00; local extracted 02:18; remote-indeed.csv 02:19 ends scraping; remote-indeed-screened-extracted.csv 15:36 ends extraction; remote-indeed-shortlist.csv 15:41 written last,seeded by tools/seed_labels.py
2026-08-19T18:28:23.268064Z,2026-08-19T18:33:29.746832Z,cubebox,1,"jobspy nightly scan, remote scope, long model extraction stage",nightly-history.tsv start 02:00; local extracted 02:18; remote-indeed.csv 02:19 ends scraping; remote-indeed-screened-extracted.csv 15:36 ends extraction; remote-indeed-shortlist.csv 15:41 written last,seeded by tools/seed_labels.py
2026-08-19T18:33:40.132983Z,2026-08-19T18:38:42.983410Z,cubebox,1,"jobspy nightly scan, remote scope, long model extraction stage",nightly-history.tsv start 02:00; local extracted 02:18; remote-indeed.csv 02:19 ends scraping; remote-indeed-screened-extracted.csv 15:36 ends extraction; remote-indeed-shortlist.csv 15:41 written last,seeded by tools/seed_labels.py
2026-08-19T18:38:53.357059Z,2026-08-19T18:43:55.651720Z,cubebox,1,"jobspy nightly scan, remote scope, long model extraction stage",nightly-history.tsv start 02:00; local extracted 02:18; remote-indeed.csv 02:19 ends scraping; remote-indeed-screened-extracted.csv 15:36 ends extraction; remote-indeed-shortlist.csv 15:41 written last,seeded by tools/seed_labels.py
2026-08-19T19:15:19.064190Z,2026-08-19T19:20:20.738043Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-19T19:20:31.144926Z,2026-08-19T19:25:32.430237Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-19T19:25:42.832383Z,2026-08-19T19:30:44.706770Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-19T19:30:55.120714Z,2026-08-19T19:35:56.567245Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-19T19:36:07.054402Z,2026-08-19T19:41:08.082756Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-19T19:41:18.420655Z,2026-08-19T19:46:19.190229Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-19T19:46:29.543726Z,2026-08-19T19:51:30.739969Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-19T19:51:41.148945Z,2026-08-19T19:56:42.262561Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-19T19:56:52.642402Z,2026-08-19T20:01:53.671496Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-19T20:02:04.111294Z,2026-08-19T20:07:05.101216Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-19T20:07:15.556925Z,2026-08-19T20:12:15.723572Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-19T20:12:25.984975Z,2026-08-19T20:17:26.563982Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-19T20:17:37.025203Z,2026-08-19T20:22:37.456286Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-19T20:22:47.773005Z,2026-08-19T20:27:48.355048Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-19T20:27:58.789685Z,2026-08-19T20:32:58.632615Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-19T20:33:08.976678Z,2026-08-19T20:38:09.677651Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-19T20:38:19.940159Z,2026-08-19T20:43:20.077171Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-19T20:43:30.397817Z,2026-08-19T20:48:30.722899Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-19T20:48:40.962944Z,2026-08-19T20:53:42.912372Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-19T20:53:53.303484Z,2026-08-19T20:58:53.973270Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-19T20:59:04.499089Z,2026-08-19T21:04:05.818656Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-19T21:04:16.215319Z,2026-08-19T21:09:17.709411Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-19T21:09:28.079493Z,2026-08-19T21:14:37.436910Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-19T21:14:47.443982Z,2026-08-19T21:19:48.497880Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-19T21:19:58.504360Z,2026-08-19T21:24:59.894031Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-19T21:25:09.893462Z,2026-08-19T21:30:11.646309Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-19T21:30:21.628803Z,2026-08-19T21:35:23.418398Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-19T21:35:33.416819Z,2026-08-19T21:40:34.997187Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-19T21:40:45.010703Z,2026-08-19T21:45:46.898088Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-19T21:45:56.902864Z,2026-08-19T21:50:58.513727Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-19T21:51:08.540619Z,2026-08-19T21:56:10.029968Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-19T21:56:20.048681Z,2026-08-19T22:01:29.717664Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-21T15:10:47.071826Z,2026-08-21T15:15:50.957104Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-21T15:16:02.713548Z,2026-08-21T15:21:30.843038Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-21T15:21:40.856601Z,2026-08-21T15:26:43.908913Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-21T15:26:53.916958Z,2026-08-21T15:31:57.249471Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-21T15:32:07.269226Z,2026-08-21T15:37:10.856171Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-21T15:37:20.857978Z,2026-08-21T15:42:32.204183Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-21T15:42:42.702200Z,2026-08-21T15:47:46.010958Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-21T15:47:56.496544Z,2026-08-21T15:53:08.159001Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-21T15:53:23.346128Z,2026-08-21T15:58:41.243876Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-21T15:58:51.800099Z,2026-08-21T16:03:54.527619Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-21T16:04:05.021987Z,2026-08-21T16:09:07.905648Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-21T16:09:18.446805Z,2026-08-21T16:14:21.180701Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-21T16:14:31.690698Z,2026-08-21T16:19:34.640208Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-21T16:19:45.143251Z,2026-08-21T16:24:58.070495Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-21T16:25:08.079966Z,2026-08-21T16:30:27.400761Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-21T16:30:37.950063Z,2026-08-21T16:35:46.200981Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-21T16:35:56.208865Z,2026-08-21T16:41:12.519698Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-21T16:41:24.174441Z,2026-08-21T16:46:26.335013Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-21T16:46:37.886093Z,2026-08-21T16:51:38.061098Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-21T16:51:49.586634Z,2026-08-21T16:56:49.443332Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-21T16:57:00.888386Z,2026-08-21T17:02:01.516678Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-21T17:02:13.140804Z,2026-08-21T17:07:14.729224Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-21T17:07:26.262724Z,2026-08-21T17:12:26.507395Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-21T17:12:38.016211Z,2026-08-21T17:17:39.276250Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-21T17:17:50.815712Z,2026-08-21T17:22:52.089062Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-21T17:23:03.670527Z,2026-08-21T17:28:05.034909Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-21T17:28:16.647453Z,2026-08-21T17:33:18.389185Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-21T17:33:30.067561Z,2026-08-21T17:38:31.942151Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-21T17:38:43.582754Z,2026-08-21T17:43:45.556369Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-21T17:43:57.115473Z,2026-08-21T17:49:08.377657Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-21T17:49:18.788463Z,2026-08-21T17:54:21.599253Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-21T17:54:32.110709Z,2026-08-21T17:59:35.016481Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-21T17:59:45.549559Z,2026-08-21T18:04:58.387381Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-21T18:05:08.394657Z,2026-08-21T18:10:11.958334Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-21T18:10:21.961988Z,2026-08-21T18:15:25.557614Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-21T18:15:35.561886Z,2026-08-21T18:20:38.980468Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-21T18:20:48.987225Z,2026-08-21T18:25:52.544542Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-21T18:26:02.561181Z,2026-08-21T18:31:06.019930Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-21T18:31:16.030622Z,2026-08-21T18:36:19.572139Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-21T18:36:29.570885Z,2026-08-21T18:41:33.073883Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-21T18:41:43.091502Z,2026-08-21T18:46:46.362167Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-21T18:46:56.369751Z,2026-08-21T18:51:59.645624Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-21T18:52:09.655268Z,2026-08-21T18:57:13.027343Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-21T18:57:23.034885Z,2026-08-21T19:02:41.185010Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-21T19:02:56.351575Z,2026-08-21T19:08:02.513681Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-21T19:08:13.015431Z,2026-08-21T19:13:15.900798Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-21T19:13:26.460723Z,2026-08-21T19:18:39.444126Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-21T19:18:51.112525Z,2026-08-21T19:23:53.035034Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-21T19:24:04.587324Z,2026-08-21T19:29:25.356508Z,cubebox,0,,"no run recorded in nightly-history.tsv covering this window, and no job-search-data artefact was written during it",seeded by tools/seed_labels.py
2026-08-21T19:57:59.450571Z,2026-08-21T20:03:01.518288Z,cubebox,1,jobspy evening Halifax pass,nightly-history.tsv start 17:00; local-indeed-screened-extracted.csv and shortlist mtime 17:11,seeded by tools/seed_labels.py
2026-08-21T20:03:11.936917Z,2026-08-21T20:08:16.445914Z,cubebox,1,jobspy evening Halifax pass,nightly-history.tsv start 17:00; local-indeed-screened-extracted.csv and shortlist mtime 17:11,seeded by tools/seed_labels.py
2026-08-21T20:08:26.823399Z,2026-08-21T20:13:31.134032Z,cubebox,1,jobspy evening Halifax pass,nightly-history.tsv start 17:00; local-indeed-screened-extracted.csv and shortlist mtime 17:11,seeded by tools/seed_labels.py
